id,name
1,وزارت آموزش و پرورش
2,ادارات وزارت بهداشت
3,وزارت جهاد کشاورزی
4,وزارت ارتباطات و فن آوری اطلاعات
5,وزارت اطلاعات
6,وزارت امور اقتصادی و دارایی
7,وزارت امور خارجه
8,وزارت دادگستری
9,وزارت دفاع و پشتیبانی نیروهای مسلح
10,وزارت راه و شهرسازی
11,وزارت صنعت، معدن و تجارت
12,وزارت صنعت، معدن و تجارت
13,وزارت علوم، تحقیقات و فن آوری
14,وزارت فرهنگ و ارشاد اسلامی
15,وزارت کشور
16,وزارت نفت
17,وزارت نیرو
18,وزارت ورزش و جوانان
19,وزارت تعاون، کار و رفاه اجتماعی
