 ,,,,
                                           ,,,,
 اشکان دژاگه ,,,,
 الکساندر لاکازت ,,,,
 پیام صادقیان ,,,,
 جلال رافخایی ,,,,
 حسین ماهینی,,,,
 داوید لوئیز ,,,,
 دیوید دخیا ,,,,
 رابرت لواندوفسکی ,,,,
 روبرتو فیرمینو ,,,,
 ریاض محرز ,,,,
 سامی خدیرا  ,,,,
 سردار آزمون ,,,,
 سوشا مکانی ,,,,
 شجاع خلیل زاده ,,,,
 علیرضا بیرانوند ,,,,
 علیرضا جهانبخش ,,,,
 فرشاد احمدزاده ,,,,
 فیلیپ کوتینیو ,,,,
 لوکاس پودولسکی ,,,,
 محمد قاضی,,,,
 محمد نوازی ,,,,
 محمدرضا خانزاده ,,,,
 مسوت اوزیل ,,,,
 مهدی دغاغله ,,,,
 میرالم پیانیچ ,,,,
,,,,
آاس رم ,,,,
آث میلان,,,,
,,,,
آدام لالانا,,,,
,,,,
آرسنال,,,,
,,,,
آرش افشین,,,,
آرش برهانی,,,,
آرش برهانی ,,,,
آنتونی گریزمن,,,,
آنخل دی ماریا,,,,
آنخل دی ماریا ,,,,
آندرانیک تیموریان,,,,
آندره آ بلوتی,,,,
آندره آ پیرلو,,,,
آندره سیلوا,,,,
,,,,
آندره شورله,,,,
آندره شورله ,,,,
اتلتیکو مادرید,,,,
اتلتیکو مادرید ,,,,
احسان حاج صفی,,,,
احسان حدادی,,,,
احمد آل نعمه,,,,
احمد آل نعمه ,,,,
احمد نورالهی,,,,
احمدرضا عابدزاده,,,,
ادینسون کاوانی,,,,
استیون جرارد,,,,
اشکان دژاگه,,,,
الساندرو دل پیه رو,,,,
الساندرو دل پیه رو ,,,,
الکساندر لاکازت,,,,
الکساندر لاکازت ,,,,
الکسیس سانچز,,,,
امید ابراهیمی,,,,
امید عالیشاه,,,,
امید نورافکن,,,,
امید نوی (کشتی),,,,
امیر عابدزاده,,,,
امیرحسین صادقی,,,,
امین حاج محمدی,,,,
امین منوچهری,,,,
اوسین بولت,,,,
اوسین بولت ,,,,
ایکرکاسیاس,,,,
اینترمیلان,,,,
اینترمیلان ,,,,
اینیستا,,,,
اینیستا ,,,,
بارسلونا,,,,
بارسلونا ,,,,
بالوتلی,,,,
بالوتلی ,,,,
بایرن مونیخ,,,,
بایرن مونیخ ,,,,
بختیار رحمانی,,,,
بشار رسن,,,,
بندیکت اوودس,,,,
بندیکت اوودس ,,,,
به تازگی,,,,
بهنام برزای,,,,
بوسکتس,,,,
بوفون,,,,
بوفون ,,,,
پائولو دیبالا,,,,
پائولو دیبالا ,,,,
پائولینیو,,,,
پاری سن ژرمن,,,,
پاری سن ژرمن ,,,,
پوریا فیاضی,,,,
پیام صادقیان,,,,
پییر امریک اوبامیانگ,,,,
پییر امریک اوبامیانگ ,,,,
تاتنهام,,,,
تاتنهام ,,,,
توماس فرمائلن,,,,
توماس مولر,,,,
جرارد پیکه,,,,
جرارد پیکه ,,,,
جروم بواتنگ,,,,
جلال حسینی,,,,
جلال رافخایی,,,,
جلال رافخایی ,,,,
جنارو گتوزو,,,,
جورجو کیلینی,,,,
جورجو کیلینی ,,,,
جیانلوئیجی دوناروما,,,,
